#    L    TT             EE             TE          
  1015    0.94561E+03    0.41257E+02   -0.42662E+02
  1016    0.94541E+03    0.41129E+02   -0.43929E+02
  1017    0.94535E+03    0.40997E+02   -0.45184E+02
  1018    0.94536E+03    0.40857E+02   -0.46424E+02
  1019    0.94545E+03    0.40714E+02   -0.47650E+02
  1020    0.94575E+03    0.40563E+02   -0.48861E+02
  1021    0.94613E+03    0.40408E+02   -0.50058E+02
  1022    0.94658E+03    0.40247E+02   -0.51239E+02
  1023    0.94718E+03    0.40081E+02   -0.52401E+02
  1024    0.94785E+03    0.39910E+02   -0.53549E+02
  1025    0.94859E+03    0.39734E+02   -0.54676E+02
  1026    0.94971E+03    0.39553E+02   -0.55788E+02
  1027    0.95067E+03    0.39368E+02   -0.56882E+02
  1028    0.95171E+03    0.39178E+02   -0.57957E+02
  1029    0.95290E+03    0.38982E+02   -0.59015E+02
  1030    0.95416E+03    0.38783E+02   -0.60053E+02
  1031    0.95534E+03    0.38579E+02   -0.61070E+02
  1032    0.95682E+03    0.38368E+02   -0.62072E+02
  1033    0.95831E+03    0.38155E+02   -0.63053E+02
  1034    0.96001E+03    0.37938E+02   -0.64013E+02
  1035    0.96172E+03    0.37716E+02   -0.64953E+02
  1036    0.96350E+03    0.37489E+02   -0.65874E+02
  1037    0.96536E+03    0.37258E+02   -0.66773E+02
  1038    0.96736E+03    0.37025E+02   -0.67652E+02
  1039    0.96944E+03    0.36786E+02   -0.68505E+02
  1040    0.97145E+03    0.36544E+02   -0.69340E+02
  1041    0.97368E+03    0.36299E+02   -0.70150E+02
  1042    0.97592E+03    0.36050E+02   -0.70939E+02
  1043    0.97823E+03    0.35796E+02   -0.71704E+02
  1044    0.98069E+03    0.35539E+02   -0.72448E+02
  1045    0.98308E+03    0.35281E+02   -0.73171E+02
  1046    0.98561E+03    0.35018E+02   -0.73865E+02
  1047    0.98823E+03    0.34752E+02   -0.74546E+02
  1048    0.99077E+03    0.34483E+02   -0.75199E+02
  1049    0.99347E+03    0.34211E+02   -0.75823E+02
  1050    0.99617E+03    0.33936E+02   -0.76426E+02
  1051    0.99894E+03    0.33659E+02   -0.77008E+02
  1052    0.10018E+04    0.33378E+02   -0.77561E+02
  1053    0.10046E+04    0.33095E+02   -0.78094E+02
  1054    0.10074E+04    0.32810E+02   -0.78605E+02
  1055    0.10103E+04    0.32524E+02   -0.79088E+02
  1056    0.10132E+04    0.32234E+02   -0.79549E+02
  1057    0.10162E+04    0.31943E+02   -0.79982E+02
  1058    0.10194E+04    0.31650E+02   -0.80393E+02
  1059    0.10225E+04    0.31355E+02   -0.80776E+02
  1060    0.10256E+04    0.31058E+02   -0.81137E+02
  1061    0.10287E+04    0.30761E+02   -0.81470E+02
  1062    0.10319E+04    0.30462E+02   -0.81781E+02
  1063    0.10349E+04    0.30161E+02   -0.82064E+02
  1064    0.10381E+04    0.29859E+02   -0.82332E+02
  1065    0.10413E+04    0.29556E+02   -0.82571E+02
  1066    0.10445E+04    0.29252E+02   -0.82782E+02
  1067    0.10477E+04    0.28947E+02   -0.82963E+02
  1068    0.10509E+04    0.28642E+02   -0.83123E+02
  1069    0.10541E+04    0.28336E+02   -0.83269E+02
  1070    0.10574E+04    0.28029E+02   -0.83385E+02
  1071    0.10606E+04    0.27723E+02   -0.83472E+02
  1072    0.10638E+04    0.27416E+02   -0.83531E+02
  1073    0.10671E+04    0.27109E+02   -0.83567E+02
  1074    0.10703E+04    0.26802E+02   -0.83582E+02
  1075    0.10735E+04    0.26495E+02   -0.83575E+02
  1076    0.10767E+04    0.26188E+02   -0.83538E+02
  1077    0.10799E+04    0.25881E+02   -0.83487E+02
  1078    0.10830E+04    0.25576E+02   -0.83392E+02
  1079    0.10861E+04    0.25270E+02   -0.83290E+02
  1080    0.10893E+04    0.24965E+02   -0.83166E+02
  1081    0.10923E+04    0.24662E+02   -0.83012E+02
  1082    0.10954E+04    0.24359E+02   -0.82836E+02
  1083    0.10984E+04    0.24057E+02   -0.82638E+02
  1084    0.11015E+04    0.23757E+02   -0.82418E+02
  1085    0.11045E+04    0.23457E+02   -0.82168E+02
  1086    0.11075E+04    0.23159E+02   -0.81912E+02
  1087    0.11104E+04    0.22864E+02   -0.81610E+02
  1088    0.11133E+04    0.22567E+02   -0.81301E+02
  1089    0.11161E+04    0.22274E+02   -0.80963E+02
  1090    0.11189E+04    0.21983E+02   -0.80616E+02
  1091    0.11217E+04    0.21693E+02   -0.80233E+02
  1092    0.11245E+04    0.21405E+02   -0.79835E+02
  1093    0.11272E+04    0.21120E+02   -0.79414E+02
  1094    0.11297E+04    0.20836E+02   -0.78978E+02
  1095    0.11323E+04    0.20556E+02   -0.78528E+02
  1096    0.11349E+04    0.20277E+02   -0.78047E+02
  1097    0.11373E+04    0.20000E+02   -0.77544E+02
  1098    0.11398E+04    0.19727E+02   -0.77025E+02
  1099    0.11422E+04    0.19457E+02   -0.76491E+02
  1100    0.11445E+04    0.19190E+02   -0.75935E+02
  1101    0.11468E+04    0.18924E+02   -0.75361E+02
  1102    0.11491E+04    0.18662E+02   -0.74768E+02
  1103    0.11512E+04    0.18403E+02   -0.74157E+02
  1104    0.11534E+04    0.18149E+02   -0.73528E+02
  1105    0.11554E+04    0.17897E+02   -0.72884E+02
  1106    0.11574E+04    0.17647E+02   -0.72221E+02
  1107    0.11593E+04    0.17402E+02   -0.71543E+02
  1108    0.11611E+04    0.17159E+02   -0.70849E+02
  1109    0.11628E+04    0.16918E+02   -0.70139E+02
  1110    0.11646E+04    0.16683E+02   -0.69414E+02
  1111    0.11661E+04    0.16452E+02   -0.68674E+02
  1112    0.11678E+04    0.16224E+02   -0.67920E+02
  1113    0.11692E+04    0.16001E+02   -0.67151E+02
  1114    0.11706E+04    0.15781E+02   -0.66369E+02
  1115    0.11720E+04    0.15565E+02   -0.65575E+02
  1116    0.11733E+04    0.15354E+02   -0.64767E+02
  1117    0.11744E+04    0.15147E+02   -0.63948E+02
  1118    0.11755E+04    0.14945E+02   -0.63115E+02
  1119    0.11766E+04    0.14746E+02   -0.62272E+02
  1120    0.11776E+04    0.14552E+02   -0.61417E+02
  1121    0.11785E+04    0.14362E+02   -0.60551E+02
  1122    0.11793E+04    0.14177E+02   -0.59675E+02
  1123    0.11799E+04    0.13997E+02   -0.58790E+02
  1124    0.11806E+04    0.13821E+02   -0.57895E+02
  1125    0.11811E+04    0.13650E+02   -0.56990E+02
  1126    0.11816E+04    0.13484E+02   -0.56077E+02
  1127    0.11820E+04    0.13322E+02   -0.55156E+02
  1128    0.11823E+04    0.13166E+02   -0.54228E+02
  1129    0.11826E+04    0.13015E+02   -0.53292E+02
  1130    0.11826E+04    0.12868E+02   -0.52349E+02
  1131    0.11827E+04    0.12726E+02   -0.51401E+02
  1132    0.11827E+04    0.12590E+02   -0.50446E+02
  1133    0.11825E+04    0.12459E+02   -0.49486E+02
  1134    0.11823E+04    0.12332E+02   -0.48521E+02
  1135    0.11820E+04    0.12211E+02   -0.47550E+02
  1136    0.11816E+04    0.12095E+02   -0.46578E+02
  1137    0.11812E+04    0.11984E+02   -0.45599E+02
  1138    0.11806E+04    0.11879E+02   -0.44619E+02
  1139    0.11800E+04    0.11778E+02   -0.43634E+02
  1140    0.11793E+04    0.11683E+02   -0.42648E+02
  1141    0.11785E+04    0.11593E+02   -0.41659E+02
  1142    0.11776E+04    0.11508E+02   -0.40669E+02
  1143    0.11766E+04    0.11429E+02   -0.39679E+02
  1144    0.11754E+04    0.11354E+02   -0.38688E+02
  1145    0.11743E+04    0.11286E+02   -0.37696E+02
  1146    0.11731E+04    0.11222E+02   -0.36705E+02
  1147    0.11718E+04    0.11165E+02   -0.35714E+02
  1148    0.11703E+04    0.11112E+02   -0.34724E+02
  1149    0.11689E+04    0.11064E+02   -0.33737E+02
  1150    0.11672E+04    0.11023E+02   -0.32751E+02
  1151    0.11656E+04    0.10986E+02   -0.31767E+02
  1152    0.11638E+04    0.10954E+02   -0.30786E+02
  1153    0.11621E+04    0.10929E+02   -0.29809E+02
  1154    0.11602E+04    0.10908E+02   -0.28835E+02
  1155    0.11582E+04    0.10893E+02   -0.27865E+02
  1156    0.11561E+04    0.10883E+02   -0.26900E+02
  1157    0.11539E+04    0.10878E+02   -0.25938E+02
  1158    0.11518E+04    0.10879E+02   -0.24983E+02
  1159    0.11495E+04    0.10884E+02   -0.24034E+02
  1160    0.11470E+04    0.10895E+02   -0.23091E+02
  1161    0.11446E+04    0.10911E+02   -0.22155E+02
  1162    0.11421E+04    0.10933E+02   -0.21225E+02
  1163    0.11395E+04    0.10959E+02   -0.20304E+02
  1164    0.11369E+04    0.10991E+02   -0.19389E+02
  1165    0.11341E+04    0.11028E+02   -0.18483E+02
  1166    0.11312E+04    0.11070E+02   -0.17586E+02
  1167    0.11284E+04    0.11117E+02   -0.16697E+02
  1168    0.11254E+04    0.11169E+02   -0.15817E+02
  1169    0.11224E+04    0.11225E+02   -0.14949E+02
  1170    0.11193E+04    0.11287E+02   -0.14089E+02
  1171    0.11161E+04    0.11353E+02   -0.13240E+02
  1172    0.11129E+04    0.11425E+02   -0.12402E+02
  1173    0.11097E+04    0.11501E+02   -0.11574E+02
  1174    0.11063E+04    0.11581E+02   -0.10759E+02
  1175    0.11029E+04    0.11665E+02   -0.99548E+01
  1176    0.10993E+04    0.11755E+02   -0.91633E+01
  1177    0.10958E+04    0.11850E+02   -0.83839E+01
  1178    0.10922E+04    0.11948E+02   -0.76173E+01
  1179    0.10886E+04    0.12052E+02   -0.68636E+01
  1180    0.10849E+04    0.12160E+02   -0.61232E+01
  1181    0.10812E+04    0.12272E+02   -0.53963E+01
  1182    0.10773E+04    0.12388E+02   -0.46834E+01
  1183    0.10734E+04    0.12508E+02   -0.39845E+01
  1184    0.10695E+04    0.12632E+02   -0.33000E+01
  1185    0.10655E+04    0.12761E+02   -0.26301E+01
  1186    0.10615E+04    0.12894E+02   -0.19752E+01
  1187    0.10575E+04    0.13030E+02   -0.13355E+01
  1188    0.10534E+04    0.13170E+02   -0.71119E+00
  1189    0.10492E+04    0.13314E+02   -0.10238E+00
  1190    0.10450E+04    0.13462E+02    0.49052E+00
  1191    0.10407E+04    0.13613E+02    0.10676E+01
  1192    0.10365E+04    0.13768E+02    0.16283E+01
  1193    0.10322E+04    0.13926E+02    0.21728E+01
  1194    0.10278E+04    0.14088E+02    0.27008E+01
  1195    0.10235E+04    0.14252E+02    0.32121E+01
  1196    0.10190E+04    0.14422E+02    0.37063E+01
  1197    0.10146E+04    0.14593E+02    0.41836E+01
  1198    0.10101E+04    0.14767E+02    0.46426E+01
  1199    0.10056E+04    0.14944E+02    0.50855E+01
  1200    0.10010E+04    0.15125E+02    0.55107E+01
  1201    0.99651E+03    0.15307E+02    0.59176E+01
  1202    0.99186E+03    0.15494E+02    0.63074E+01
  1203    0.98727E+03    0.15683E+02    0.66788E+01
  1204    0.98261E+03    0.15874E+02    0.70325E+01
  1205    0.97795E+03    0.16066E+02    0.73676E+01
  1206    0.97328E+03    0.16262E+02    0.76849E+01
  1207    0.96869E+03    0.16460E+02    0.79829E+01
  1208    0.96402E+03    0.16661E+02    0.82638E+01
  1209    0.95927E+03    0.16863E+02    0.85260E+01
  1210    0.95459E+03    0.17067E+02    0.87688E+01
  1211    0.94983E+03    0.17273E+02    0.89928E+01
  1212    0.94514E+03    0.17481E+02    0.91989E+01
  1213    0.94038E+03    0.17690E+02    0.93870E+01
  1214    0.93569E+03    0.17902E+02    0.95555E+01
  1215    0.93099E+03    0.18114E+02    0.97052E+01
  1216    0.92629E+03    0.18328E+02    0.98361E+01
  1217    0.92144E+03    0.18543E+02    0.99488E+01
  1218    0.91673E+03    0.18760E+02    0.10042E+02
  1219    0.91195E+03    0.18977E+02    0.10117E+02
  1220    0.90723E+03    0.19195E+02    0.10173E+02
  1221    0.90252E+03    0.19414E+02    0.10211E+02
  1222    0.89779E+03    0.19635E+02    0.10229E+02
  1223    0.89307E+03    0.19855E+02    0.10230E+02
  1224    0.88834E+03    0.20075E+02    0.10210E+02
  1225    0.88368E+03    0.20297E+02    0.10172E+02
  1226    0.87902E+03    0.20519E+02    0.10117E+02
  1227    0.87442E+03    0.20741E+02    0.10042E+02
  1228    0.86975E+03    0.20964E+02    0.99494E+01
  1229    0.86515E+03    0.21186E+02    0.98376E+01
  1230    0.86040E+03    0.21408E+02    0.97088E+01
  1231    0.85579E+03    0.21630E+02    0.95615E+01
  1232    0.85117E+03    0.21852E+02    0.93970E+01
  1233    0.84670E+03    0.22074E+02    0.92132E+01
  1234    0.84216E+03    0.22295E+02    0.90130E+01
  1235    0.83790E+03    0.22516E+02    0.87949E+01
  1236    0.83349E+03    0.22736E+02    0.85595E+01
  1237    0.82908E+03    0.22955E+02    0.83061E+01
  1238    0.82474E+03    0.23174E+02    0.80355E+01
  1239    0.82039E+03    0.23391E+02    0.77475E+01
  1240    0.81604E+03    0.23608E+02    0.74437E+01
  1241    0.81183E+03    0.23823E+02    0.71226E+01
  1242    0.80755E+03    0.24038E+02    0.67863E+01
  1243    0.80333E+03    0.24250E+02    0.64315E+01
  1244    0.79918E+03    0.24463E+02    0.60622E+01
  1245    0.79510E+03    0.24674E+02    0.56765E+01
  1246    0.79102E+03    0.24882E+02    0.52763E+01
  1247    0.78693E+03    0.25089E+02    0.48598E+01
  1248    0.78292E+03    0.25295E+02    0.44278E+01
  1249    0.77897E+03    0.25500E+02    0.39810E+01
  1250    0.77509E+03    0.25702E+02    0.35194E+01
  1251    0.77120E+03    0.25901E+02    0.30430E+01
  1252    0.76746E+03    0.26100E+02    0.25520E+01
  1253    0.76364E+03    0.26296E+02    0.20472E+01
  1254    0.75989E+03    0.26489E+02    0.15285E+01
  1255    0.75621E+03    0.26681E+02    0.99603E+00
  1256    0.75268E+03    0.26870E+02    0.45049E+00
  1257    0.74914E+03    0.27057E+02   -0.10813E+00
  1258    0.74559E+03    0.27240E+02   -0.67944E+00
  1259    0.74211E+03    0.27422E+02   -0.12632E+01
  1260    0.73871E+03    0.27600E+02   -0.18590E+01
  1261    0.73537E+03    0.27777E+02   -0.24667E+01
  1262    0.73210E+03    0.27951E+02   -0.30858E+01
  1263    0.72891E+03    0.28121E+02   -0.37162E+01
  1264    0.72571E+03    0.28289E+02   -0.43578E+01
  1265    0.72265E+03    0.28453E+02   -0.50100E+01
  1266    0.71959E+03    0.28615E+02   -0.56723E+01
  1267    0.71660E+03    0.28772E+02   -0.63449E+01
  1268    0.71368E+03    0.28928E+02   -0.70273E+01
  1269    0.71085E+03    0.29079E+02   -0.77187E+01
  1270    0.70805E+03    0.29227E+02   -0.84200E+01
  1271    0.70534E+03    0.29372E+02   -0.91297E+01
  1272    0.70267E+03    0.29513E+02   -0.98478E+01
  1273    0.70005E+03    0.29651E+02   -0.10574E+02
  1274    0.69751E+03    0.29784E+02   -0.11308E+02
  1275    0.69503E+03    0.29914E+02   -0.12049E+02
  1276    0.69260E+03    0.30041E+02   -0.12798E+02
  1277    0.69025E+03    0.30164E+02   -0.13552E+02
  1278    0.68796E+03    0.30283E+02   -0.14314E+02
  1279    0.68574E+03    0.30398E+02   -0.15081E+02
  1280    0.68360E+03    0.30509E+02   -0.15856E+02
  1281    0.68151E+03    0.30617E+02   -0.16634E+02
  1282    0.67950E+03    0.30720E+02   -0.17417E+02
  1283    0.67755E+03    0.30820E+02   -0.18206E+02
  1284    0.67567E+03    0.30915E+02   -0.18999E+02
  1285    0.67385E+03    0.31006E+02   -0.19796E+02
  1286    0.67210E+03    0.31093E+02   -0.20597E+02
  1287    0.67042E+03    0.31176E+02   -0.21400E+02
  1288    0.66881E+03    0.31254E+02   -0.22208E+02
  1289    0.66727E+03    0.31329E+02   -0.23017E+02
  1290    0.66579E+03    0.31398E+02   -0.23829E+02
  1291    0.66438E+03    0.31464E+02   -0.24643E+02
  1292    0.66303E+03    0.31524E+02   -0.25459E+02
  1293    0.66175E+03    0.31582E+02   -0.26277E+02
  1294    0.66055E+03    0.31634E+02   -0.27094E+02
  1295    0.65941E+03    0.31683E+02   -0.27913E+02
  1296    0.65833E+03    0.31727E+02   -0.28730E+02
  1297    0.65732E+03    0.31767E+02   -0.29549E+02
  1298    0.65638E+03    0.31802E+02   -0.30367E+02
  1299    0.65549E+03    0.31833E+02   -0.31185E+02
  1300    0.65468E+03    0.31859E+02   -0.32001E+02
  1301    0.65394E+03    0.31881E+02   -0.32816E+02
  1302    0.65326E+03    0.31899E+02   -0.33628E+02
  1303    0.65263E+03    0.31911E+02   -0.34439E+02
  1304    0.65208E+03    0.31920E+02   -0.35247E+02
  1305    0.65159E+03    0.31924E+02   -0.36054E+02
  1306    0.65115E+03    0.31924E+02   -0.36856E+02
  1307    0.65079E+03    0.31920E+02   -0.37654E+02
  1308    0.65049E+03    0.31910E+02   -0.38450E+02
  1309    0.65023E+03    0.31895E+02   -0.39240E+02
  1310    0.65006E+03    0.31878E+02   -0.40027E+02
  1311    0.64993E+03    0.31855E+02   -0.40809E+02
  1312    0.64989E+03    0.31829E+02   -0.41585E+02
  1313    0.64988E+03    0.31797E+02   -0.42356E+02
  1314    0.64995E+03    0.31761E+02   -0.43121E+02
  1315    0.65006E+03    0.31722E+02   -0.43880E+02
  1316    0.65024E+03    0.31677E+02   -0.44631E+02
  1317    0.65047E+03    0.31630E+02   -0.45377E+02
  1318    0.65076E+03    0.31576E+02   -0.46115E+02
  1319    0.65110E+03    0.31519E+02   -0.46846E+02
  1320    0.65149E+03    0.31457E+02   -0.47570E+02
  1321    0.65193E+03    0.31392E+02   -0.48286E+02
  1322    0.65243E+03    0.31322E+02   -0.48992E+02
  1323    0.65299E+03    0.31247E+02   -0.49690E+02
  1324    0.65359E+03    0.31169E+02   -0.50381E+02
  1325    0.65425E+03    0.31087E+02   -0.51061E+02
  1326    0.65496E+03    0.31001E+02   -0.51732E+02
  1327    0.65570E+03    0.30912E+02   -0.52394E+02
  1328    0.65650E+03    0.30818E+02   -0.53045E+02
  1329    0.65735E+03    0.30720E+02   -0.53687E+02
  1330    0.65824E+03    0.30618E+02   -0.54318E+02
  1331    0.65918E+03    0.30512E+02   -0.54938E+02
  1332    0.66015E+03    0.30403E+02   -0.55548E+02
  1333    0.66118E+03    0.30289E+02   -0.56146E+02
  1334    0.66224E+03    0.30172E+02   -0.56733E+02
  1335    0.66335E+03    0.30051E+02   -0.57309E+02
  1336    0.66449E+03    0.29928E+02   -0.57871E+02
  1337    0.66568E+03    0.29799E+02   -0.58422E+02
  1338    0.66690E+03    0.29668E+02   -0.58961E+02
  1339    0.66816E+03    0.29532E+02   -0.59489E+02
  1340    0.66945E+03    0.29394E+02   -0.60004E+02
  1341    0.67078E+03    0.29254E+02   -0.60506E+02
  1342    0.67213E+03    0.29109E+02   -0.60994E+02
  1343    0.67353E+03    0.28961E+02   -0.61470E+02
  1344    0.67495E+03    0.28809E+02   -0.61932E+02
  1345    0.67640E+03    0.28655E+02   -0.62381E+02
  1346    0.67788E+03    0.28497E+02   -0.62817E+02
  1347    0.67939E+03    0.28337E+02   -0.63238E+02
  1348    0.68092E+03    0.28174E+02   -0.63646E+02
  1349    0.68249E+03    0.28006E+02   -0.64039E+02
  1350    0.68407E+03    0.27837E+02   -0.64418E+02
  1351    0.68569E+03    0.27665E+02   -0.64784E+02
  1352    0.68731E+03    0.27490E+02   -0.65134E+02
  1353    0.68896E+03    0.27314E+02   -0.65470E+02
  1354    0.69063E+03    0.27134E+02   -0.65791E+02
  1355    0.69232E+03    0.26952E+02   -0.66098E+02
  1356    0.69404E+03    0.26768E+02   -0.66391E+02
  1357    0.69576E+03    0.26581E+02   -0.66668E+02
  1358    0.69749E+03    0.26391E+02   -0.66928E+02
  1359    0.69923E+03    0.26200E+02   -0.67175E+02
  1360    0.70097E+03    0.26008E+02   -0.67406E+02
  1361    0.70274E+03    0.25812E+02   -0.67622E+02
  1362    0.70450E+03    0.25615E+02   -0.67822E+02
  1363    0.70628E+03    0.25416E+02   -0.68008E+02
  1364    0.70804E+03    0.25215E+02   -0.68177E+02
  1365    0.70989E+03    0.25013E+02   -0.68330E+02
  1366    0.71167E+03    0.24809E+02   -0.68470E+02
  1367    0.71345E+03    0.24602E+02   -0.68593E+02
  1368    0.71531E+03    0.24396E+02   -0.68700E+02
  1369    0.71710E+03    0.24187E+02   -0.68791E+02
  1370    0.71889E+03    0.23978E+02   -0.68867E+02
  1371    0.72068E+03    0.23767E+02   -0.68927E+02
  1372    0.72248E+03    0.23555E+02   -0.68972E+02
  1373    0.72428E+03    0.23343E+02   -0.69001E+02
  1374    0.72608E+03    0.23129E+02   -0.69014E+02
  1375    0.72789E+03    0.22914E+02   -0.69012E+02
  1376    0.72970E+03    0.22699E+02   -0.68994E+02
  1377    0.73152E+03    0.22484E+02   -0.68961E+02
  1378    0.73333E+03    0.22266E+02   -0.68912E+02
  1379    0.73508E+03    0.22050E+02   -0.68848E+02
  1380    0.73683E+03    0.21831E+02   -0.68769E+02
  1381    0.73858E+03    0.21613E+02   -0.68673E+02
  1382    0.74019E+03    0.21395E+02   -0.68562E+02
  1383    0.74195E+03    0.21176E+02   -0.68436E+02
  1384    0.74356E+03    0.20958E+02   -0.68295E+02
  1385    0.74518E+03    0.20739E+02   -0.68138E+02
  1386    0.74680E+03    0.20520E+02   -0.67967E+02
  1387    0.74835E+03    0.20302E+02   -0.67780E+02
  1388    0.75006E+03    0.20083E+02   -0.67579E+02
  1389    0.75161E+03    0.19864E+02   -0.67362E+02
  1390    0.75310E+03    0.19646E+02   -0.67131E+02
  1391    0.75467E+03    0.19429E+02   -0.66886E+02
  1392    0.75616E+03    0.19212E+02   -0.66626E+02
  1393    0.75766E+03    0.18996E+02   -0.66352E+02
  1394    0.75909E+03    0.18780E+02   -0.66064E+02
  1395    0.76053E+03    0.18564E+02   -0.65762E+02
  1396    0.76196E+03    0.18351E+02   -0.65446E+02
  1397    0.76333E+03    0.18137E+02   -0.65117E+02
  1398    0.76463E+03    0.17924E+02   -0.64773E+02
  1399    0.76593E+03    0.17713E+02   -0.64416E+02
  1400    0.76723E+03    0.17503E+02   -0.64045E+02
  1401    0.76847E+03    0.17293E+02   -0.63662E+02
  1402    0.76970E+03    0.17085E+02   -0.63266E+02
  1403    0.77087E+03    0.16879E+02   -0.62856E+02
  1404    0.77197E+03    0.16674E+02   -0.62434E+02
  1405    0.77315E+03    0.16469E+02   -0.62000E+02
  1406    0.77418E+03    0.16267E+02   -0.61554E+02
  1407    0.77514E+03    0.16067E+02   -0.61096E+02
  1408    0.77625E+03    0.15867E+02   -0.60625E+02
  1409    0.77715E+03    0.15670E+02   -0.60143E+02
  1410    0.77812E+03    0.15474E+02   -0.59651E+02
  1411    0.77902E+03    0.15280E+02   -0.59146E+02
  1412    0.77985E+03    0.15088E+02   -0.58631E+02
  1413    0.78054E+03    0.14899E+02   -0.58104E+02
  1414    0.78130E+03    0.14711E+02   -0.57567E+02
  1415    0.78200E+03    0.14525E+02   -0.57020E+02
  1416    0.78269E+03    0.14342E+02   -0.56463E+02
  1417    0.78324E+03    0.14160E+02   -0.55897E+02
  1418    0.78380E+03    0.13981E+02   -0.55319E+02
  1419    0.78428E+03    0.13804E+02   -0.54734E+02
  1420    0.78477E+03    0.13631E+02   -0.54139E+02
  1421    0.78519E+03    0.13459E+02   -0.53535E+02
  1422    0.78561E+03    0.13290E+02   -0.52923E+02
  1423    0.78588E+03    0.13123E+02   -0.52302E+02
  1424    0.78623E+03    0.12960E+02   -0.51673E+02
  1425    0.78644E+03    0.12799E+02   -0.51037E+02
  1426    0.78658E+03    0.12641E+02   -0.50392E+02
  1427    0.78679E+03    0.12485E+02   -0.49740E+02
  1428    0.78686E+03    0.12332E+02   -0.49082E+02
  1429    0.78685E+03    0.12183E+02   -0.48415E+02
  1430    0.78685E+03    0.12036E+02   -0.47744E+02
  1431    0.78678E+03    0.11892E+02   -0.47064E+02
  1432    0.78663E+03    0.11752E+02   -0.46380E+02
  1433    0.78657E+03    0.11614E+02   -0.45688E+02
  1434    0.78635E+03    0.11480E+02   -0.44992E+02
  1435    0.78607E+03    0.11348E+02   -0.44290E+02
  1436    0.78579E+03    0.11220E+02   -0.43585E+02
  1437    0.78536E+03    0.11095E+02   -0.42873E+02
  1438    0.78493E+03    0.10973E+02   -0.42158E+02
  1439    0.78444E+03    0.10855E+02   -0.41437E+02
  1440    0.78394E+03    0.10739E+02   -0.40713E+02
  1441    0.78338E+03    0.10627E+02   -0.39987E+02
  1442    0.78274E+03    0.10518E+02   -0.39256E+02
  1443    0.78203E+03    0.10414E+02   -0.38521E+02
  1444    0.78132E+03    0.10312E+02   -0.37784E+02
  1445    0.78046E+03    0.10215E+02   -0.37045E+02
  1446    0.77969E+03    0.10120E+02   -0.36303E+02
  1447    0.77869E+03    0.10029E+02   -0.35557E+02
  1448    0.77777E+03    0.99417E+01   -0.34812E+02
  1449    0.77677E+03    0.98570E+01   -0.34064E+02
  1450    0.77571E+03    0.97767E+01   -0.33315E+02
  1451    0.77464E+03    0.97002E+01   -0.32566E+02
  1452    0.77343E+03    0.96268E+01   -0.31817E+02
  1453    0.77222E+03    0.95572E+01   -0.31066E+02
  1454    0.77102E+03    0.94913E+01   -0.30315E+02
  1455    0.76974E+03    0.94285E+01   -0.29564E+02
  1456    0.76838E+03    0.93703E+01   -0.28815E+02
  1457    0.76689E+03    0.93145E+01   -0.28066E+02
  1458    0.76546E+03    0.92632E+01   -0.27317E+02
  1459    0.76397E+03    0.92150E+01   -0.26569E+02
  1460    0.76240E+03    0.91715E+01   -0.25823E+02
  1461    0.76083E+03    0.91295E+01   -0.25080E+02
  1462    0.75919E+03    0.90922E+01   -0.24339E+02
  1463    0.75740E+03    0.90588E+01   -0.23599E+02
  1464    0.75569E+03    0.90286E+01   -0.22861E+02
  1465    0.75383E+03    0.90022E+01   -0.22128E+02
  1466    0.75204E+03    0.89798E+01   -0.21396E+02
  1467    0.75011E+03    0.89605E+01   -0.20669E+02
  1468    0.74818E+03    0.89452E+01   -0.19945E+02
  1469    0.74624E+03    0.89331E+01   -0.19225E+02
  1470    0.74409E+03    0.89242E+01   -0.18508E+02
  1471    0.74209E+03    0.89200E+01   -0.17797E+02
  1472    0.74001E+03    0.89190E+01   -0.17090E+02
  1473    0.73786E+03    0.89213E+01   -0.16389E+02
  1474    0.73556E+03    0.89268E+01   -0.15691E+02
  1475    0.73333E+03    0.89356E+01   -0.15000E+02
  1476    0.73103E+03    0.89484E+01   -0.14315E+02
  1477    0.72873E+03    0.89645E+01   -0.13634E+02
  1478    0.72636E+03    0.89839E+01   -0.12960E+02
  1479    0.72398E+03    0.90073E+01   -0.12293E+02
  1480    0.72153E+03    0.90340E+01   -0.11632E+02
  1481    0.71902E+03    0.90632E+01   -0.10978E+02
  1482    0.71651E+03    0.90966E+01   -0.10330E+02
  1483    0.71394E+03    0.91333E+01   -0.96901E+01
  1484    0.71137E+03    0.91726E+01   -0.90572E+01
  1485    0.70873E+03    0.92152E+01   -0.84318E+01
  1486    0.70606E+03    0.92619E+01   -0.78141E+01
  1487    0.70335E+03    0.93106E+01   -0.72043E+01
  1488    0.70062E+03    0.93633E+01   -0.66025E+01
  1489    0.69783E+03    0.94195E+01   -0.60092E+01
  1490    0.69502E+03    0.94775E+01   -0.54242E+01
  1491    0.69218E+03    0.95390E+01   -0.48480E+01
  1492    0.68932E+03    0.96039E+01   -0.42805E+01
  1493    0.68642E+03    0.96707E+01   -0.37221E+01
  1494    0.68348E+03    0.97410E+01   -0.31728E+01
  1495    0.68053E+03    0.98147E+01   -0.26328E+01
  1496    0.67754E+03    0.98911E+01   -0.21022E+01
  1497    0.67452E+03    0.99695E+01   -0.15812E+01
  1498    0.67149E+03    0.10051E+02   -0.10700E+01
